StudyHours	AttendanceRate	AssignmentsCompleted	OnlineActivity	SleepHours	SocialActivity	MidtermScore	FinalScore	Cluster
34.5	84.4	78.6	3.9	6.6	2.2	67.8	100.0	0
29.2	96.8	97.2	6.1	5.2	7.0	55.0	84.6	3
35.5	99.6	74.0	5.3	6.4	2.8	60.9	100.0	0
23.4	82.6	95.2	1.6	6.2	6.4	47.3	88.0	3
8.5	93.0	77.4	6.2	5.2	5.6	55.4	63.8	1
28.4	88.6	60.7	7.5	7.6	3.2	64.9	85.0	0
32.4	87.0	76.0	6.7	7.3	2.5	64.0	100.0	0
19.7	78.1	84.2	6.3	7.8	1.9	57.2	93.5	2
25.7	81.9	100.0	8.6	6.7	3.2	65.5	83.2	3
20.7	79.2	80.5	5.7	5.9	3.5	55.5	78.8	3
18.4	94.0	95.0	8.0	7.4	0.7	53.6	81.9	3
32.6	84.0	73.2	5.2	3.5	6.4	72.0	86.6	0
15.4	72.0	74.9	10.9	6.9	1.3	39.1	52.0	1
17.8	77.8	95.8	4.9	7.9	0.0	35.6	69.8	1
16.2	53.0	43.0	4.3	8.3	2.4	54.5	61.8	2
13.1	80.1	80.2	5.7	6.4	0.8	43.4	54.3	1
26.2	85.4	74.0	4.2	4.3	2.4	67.5	96.2	0
34.3	83.6	100.0	2.9	3.8	2.6	77.7	100.0	0
23.5	100.0	72.1	7.8	7.8	3.2	71.5	93.6	0
13.0	90.7	87.7	0.0	6.6	4.0	25.7	51.8	1
38.5	68.6	57.6	2.6	5.3	2.0	60.3	91.7	2
19.8	81.4	77.9	6.4	7.4	3.5	47.2	74.4	1
21.2	80.1	73.5	0.5	9.0	1.5	55.7	73.5	2
29.1	77.1	94.2	7.4	7.2	0.0	53.7	77.9	2
38.0	77.0	90.1	7.6	5.1	3.4	70.7	99.1	0
20.8	66.9	76.5	1.9	10.0	1.7	60.6	77.0	2
30.1	93.7	95.6	7.3	6.7	2.7	64.3	97.3	0
25.0	79.9	55.7	6.0	8.0	4.0	59.3	67.9	2
20.5	84.9	57.0	6.0	7.8	0.6	63.8	63.8	2
33.0	96.7	86.6	6.0	5.3	5.9	67.3	100.0	0
29.2	85.0	60.9	3.9	7.4	0.4	58.8	82.6	2
18.9	90.4	100.0	4.7	8.8	1.9	62.5	86.3	3
25.4	76.5	65.9	7.6	7.6	1.2	52.5	91.0	2
14.2	78.8	80.0	3.1	7.5	2.6	44.6	71.0	1
30.5	88.5	82.4	5.3	6.4	2.5	56.2	90.0	3
22.9	100.0	69.1	8.2	5.9	2.7	45.4	97.3	3
21.5	99.3	46.4	2.4	5.1	2.9	49.6	78.7	3
24.7	90.8	82.9	4.7	7.9	4.5	57.6	78.9	3
25.3	86.5	68.7	3.2	6.7	2.7	58.7	89.1	2
32.2	99.0	81.7	4.1	5.4	4.6	56.7	100.0	0
29.7	92.9	78.2	9.0	8.2	0.0	57.4	72.9	3
23.7	62.1	83.9	9.5	6.3	0.0	37.9	78.8	2
31.1	74.5	100.0	6.6	6.0	2.7	75.9	83.1	0
28.2	88.4	71.8	7.3	6.4	3.0	70.4	78.4	0
21.6	67.1	73.0	7.3	6.8	1.7	45.9	69.0	1
24.0	76.0	55.0	4.3	7.5	2.5	55.4	72.1	2
23.8	78.0	77.1	6.6	5.9	4.1	48.0	80.9	3
29.0	82.4	86.1	6.0	8.2	3.5	66.8	95.2	0
22.1	82.1	72.7	3.6	7.6	2.0	58.7	84.3	2
21.9	82.1	86.2	5.8	6.4	2.8	43.9	85.2	3
40.8	93.3	77.3	3.3	6.8	3.6	62.2	100.0	0
32.5	82.3	60.5	2.8	6.5	0.7	61.2	97.7	2
18.9	81.2	84.7	4.2	7.1	1.3	61.7	66.1	2
25.9	95.2	81.8	6.0	6.5	0.0	68.6	90.5	0
28.1	78.3	71.5	5.9	7.2	0.9	60.2	86.0	2
26.1	74.1	70.2	7.5	6.2	0.7	49.4	77.8	2
34.5	87.1	82.4	4.6	7.6	3.9	60.8	96.5	0
27.8	77.3	76.5	0.8	7.3	0.9	62.2	85.4	2
24.5	79.7	100.0	3.8	8.6	3.7	61.6	67.1	2
33.3	87.6	92.0	5.2	6.0	2.0	70.1	100.0	0
26.9	81.7	88.2	6.4	7.8	5.2	59.0	80.9	3
26.0	100.0	77.3	5.7	8.5	2.7	62.8	89.9	0
27.5	84.3	49.6	5.3	6.5	4.1	75.2	92.8	0
24.3	91.2	67.9	6.0	6.8	3.2	74.9	97.2	0
25.1	65.6	70.3	6.9	7.2	1.8	54.0	74.4	2
20.3	76.4	75.9	2.6	6.7	2.5	38.4	78.4	1
19.0	74.1	79.5	8.0	7.2	2.5	51.3	87.9	2
17.0	75.5	89.8	4.5	7.8	1.8	49.9	83.9	2
13.9	89.2	84.1	11.2	6.9	3.8	39.3	68.6	1
18.0	95.4	97.4	5.2	6.9	6.3	53.7	73.4	3
23.6	88.4	75.3	4.8	7.3	2.7	48.1	76.1	3
25.8	82.7	83.9	4.6	6.5	3.6	59.6	83.0	3
22.8	78.7	85.2	4.8	6.6	3.3	58.4	74.3	2
6.2	96.1	83.7	7.5	5.9	0.0	48.0	68.1	1
37.6	100.0	99.2	5.9	6.9	3.2	75.6	100.0	0
33.7	86.4	92.1	8.5	7.5	3.2	66.7	98.6	0
28.6	94.4	60.2	7.2	6.7	0.6	66.5	93.7	0
40.3	88.4	78.3	6.0	6.1	0.0	78.1	100.0	0
17.2	92.6	79.8	6.9	6.9	3.1	48.5	77.2	3
40.1	73.4	100.0	9.0	7.5	5.0	65.0	97.8	0
17.3	80.1	75.1	7.6	7.2	1.9	47.3	70.2	1
26.9	89.0	65.3	6.7	9.7	2.0	52.9	85.7	2
14.8	97.1	86.6	7.1	6.2	6.0	48.4	78.4	3
25.1	76.8	87.5	3.1	6.8	3.8	61.6	77.9	2
28.1	64.7	78.9	12.4	7.9	0.7	61.2	80.9	2
23.8	80.0	76.7	7.3	6.2	1.4	42.1	61.4	1
30.7	95.1	94.2	7.6	9.3	5.8	75.2	92.0	0
25.8	69.2	67.2	5.9	7.0	1.5	61.1	81.2	2
20.8	73.2	74.9	0.3	7.7	1.7	53.3	72.2	2
20.5	86.6	72.2	5.3	7.0	3.5	43.0	58.9	1
31.5	83.8	96.4	6.2	8.2	2.1	52.3	94.3	0
19.8	90.9	84.3	3.9	5.7	3.2	64.7	76.9	3
32.3	72.7	64.0	3.9	8.9	2.9	67.7	80.6	2
34.8	81.8	65.5	5.2	7.3	2.3	71.8	100.0	0
11.7	97.0	100.0	7.9	7.8	4.3	47.3	76.2	1
34.1	73.1	96.2	9.1	6.1	0.6	71.3	78.2	0
41.5	99.8	92.6	6.4	7.4	2.7	60.8	100.0	0
27.0	74.3	80.2	4.6	5.8	1.6	47.2	78.7	2
29.8	93.5	100.0	5.1	8.4	5.0	68.9	94.9	0
25.0	81.3	63.4	6.2	5.5	2.2	55.3	83.5	2
22.8	73.6	91.3	6.0	7.2	5.4	52.8	75.4	1
26.5	80.0	73.4	7.1	6.5	1.9	43.5	79.2	2
14.5	90.4	76.3	4.9	5.1	2.7	28.1	81.5	1
26.1	84.9	90.9	7.3	5.9	4.1	49.7	87.0	3
29.0	96.2	77.8	7.1	7.5	1.1	58.3	93.7	0
29.1	99.4	73.5	5.0	5.9	4.8	54.8	100.0	3
18.8	72.4	50.2	3.8	7.4	3.1	57.5	62.9	2
20.7	72.0	91.4	9.9	8.1	3.3	55.9	81.1	2
40.2	76.0	64.9	1.8	7.8	2.4	57.9	100.0	0
23.8	96.0	100.0	9.3	6.9	1.3	61.2	83.5	3
26.6	90.6	75.7	1.7	7.3	2.6	49.3	77.1	2
24.5	79.5	99.6	4.1	7.1	0.0	69.3	87.3	2
25.0	84.9	52.9	5.1	5.8	0.5	51.9	76.3	2
38.0	99.0	91.0	10.5	7.3	2.3	61.9	100.0	0
20.8	100.0	94.8	6.0	5.7	4.8	56.0	65.8	3
16.0	87.6	99.6	5.5	7.7	4.8	51.4	62.9	1
21.4	58.4	57.1	3.7	7.2	4.0	55.1	73.5	2
9.0	88.0	69.5	7.3	4.4	0.2	30.8	57.4	1
19.8	94.3	88.6	4.7	8.2	3.0	48.8	79.6	3
17.3	87.2	82.2	5.4	6.4	1.2	54.6	73.0	3
29.9	92.3	84.4	5.1	6.3	2.4	67.1	98.7	0
19.6	88.6	74.6	7.8	8.1	3.9	77.5	75.3	3
32.1	72.7	100.0	7.9	6.8	3.5	70.3	100.0	0
36.2	76.1	100.0	3.8	7.7	4.4	58.4	98.0	0
31.2	81.8	81.6	4.4	6.2	0.4	74.0	100.0	0
23.3	95.7	86.8	4.2	8.0	1.0	61.2	79.9	3
26.1	77.3	80.8	6.5	7.2	4.8	66.4	82.4	2
12.8	89.6	99.3	8.3	7.5	4.8	51.5	74.2	1
18.1	100.0	64.0	0.5	9.0	2.5	61.7	86.0	2
30.6	84.6	70.8	7.9	9.2	4.3	64.7	87.4	0
45.6	67.5	64.9	2.6	4.4	3.3	66.0	95.1	0
29.0	91.5	100.0	4.2	8.1	3.4	57.2	100.0	0
9.1	100.0	89.5	6.5	5.7	1.1	39.7	58.3	1
22.1	92.1	71.1	5.8	7.6	4.2	54.8	89.9	3
26.0	77.1	69.9	8.2	4.9	2.2	64.4	80.1	3
25.7	74.2	92.1	4.5	7.5	0.4	59.8	83.0	2
19.2	75.5	93.6	3.6	6.0	1.3	44.9	68.2	1
27.0	100.0	92.0	5.2	6.4	1.6	67.5	94.5	0
15.1	81.7	73.6	8.4	6.5	4.7	39.7	71.6	1
17.4	78.4	84.6	7.6	6.1	1.5	52.3	86.2	3
30.2	83.4	81.7	6.2	6.2	3.1	70.6	94.0	0
16.9	81.8	66.0	9.3	6.5	0.0	41.1	70.5	1
29.3	100.0	66.1	8.9	6.8	3.9	63.3	94.2	0
14.0	74.9	86.2	8.0	7.4	1.3	41.5	64.8	1
39.1	96.8	82.9	3.1	9.2	3.1	81.1	100.0	0
18.8	86.2	88.3	8.0	5.9	3.1	68.9	74.9	3
23.2	97.1	91.9	5.5	7.2	3.4	61.1	90.7	3
27.6	100.0	100.0	5.0	7.9	3.0	67.3	98.2	0
20.5	85.8	68.4	4.3	6.1	5.4	63.5	91.1	3
26.1	81.8	89.5	5.6	4.3	2.8	62.6	87.9	3
29.6	85.7	91.2	4.4	4.7	5.9	53.9	87.7	3
32.7	84.1	75.3	6.4	4.3	3.5	58.8	97.8	0
31.3	68.4	81.8	5.6	8.8	2.9	55.4	94.1	2
23.6	100.0	75.7	6.6	7.7	3.8	44.7	81.5	3
23.8	87.5	100.0	7.4	7.9	2.8	63.3	66.3	3
43.8	73.4	81.6	5.3	8.2	3.2	59.5	94.6	0
32.6	64.3	86.8	4.2	6.3	3.0	65.3	98.9	2
17.6	61.7	76.0	1.0	9.8	2.9	42.0	77.5	2
22.3	78.8	60.5	6.2	6.9	5.9	57.7	76.0	2
15.2	89.9	91.5	8.9	7.8	4.4	56.4	80.8	3
21.7	79.8	75.5	2.8	8.6	4.3	52.4	82.3	2
39.5	90.5	66.5	6.1	8.7	4.1	67.9	86.6	0
29.6	86.0	82.7	3.6	6.6	3.3	51.3	88.2	3
5.1	84.2	72.5	7.6	7.2	3.5	46.2	57.8	1
34.7	69.3	76.7	0.4	5.9	3.4	60.8	83.1	2
22.1	91.0	83.3	7.9	8.0	2.4	61.1	87.5	3
30.7	78.2	83.6	3.7	8.1	0.7	70.4	93.5	0
25.0	97.1	96.4	6.2	4.6	3.4	51.8	86.2	3
21.2	100.0	77.7	3.7	6.1	3.1	51.7	97.2	3
25.0	91.6	75.0	7.1	7.1	3.5	62.1	100.0	0
25.0	99.9	56.6	8.1	7.2	1.3	60.1	92.3	3
10.0	92.2	96.5	3.5	9.5	3.9	37.4	61.3	1
24.5	79.7	93.4	2.8	6.2	3.2	55.9	88.6	2
24.4	87.0	80.4	8.7	6.8	5.8	53.3	77.5	3
34.6	100.0	60.1	10.9	7.8	3.7	69.7	100.0	0
25.0	79.8	61.8	7.2	6.6	1.6	60.2	75.3	2
21.6	74.6	71.8	7.4	6.4	0.5	44.0	61.2	1
33.4	73.7	94.5	6.0	6.3	2.8	66.1	100.0	0
26.0	82.8	84.4	6.5	7.3	1.0	60.3	89.4	2
19.0	75.0	57.6	6.9	6.8	1.4	49.1	76.8	2
34.2	100.0	86.1	6.0	7.8	1.1	62.5	100.0	0
26.5	87.2	67.4	9.4	7.4	1.6	54.8	100.0	3
25.0	94.7	72.2	6.4	3.5	4.7	56.7	100.0	3
26.4	82.0	94.6	6.8	4.9	1.0	50.1	83.3	3
25.0	73.6	91.5	5.6	6.4	1.9	43.2	66.7	1
20.8	71.9	96.4	5.8	8.2	0.4	52.9	73.7	2
25.0	75.9	79.7	9.0	6.2	0.0	50.9	71.7	2
35.2	90.2	71.2	6.4	7.7	2.8	63.9	98.0	0
26.7	91.0	76.1	6.5	7.6	0.8	55.1	70.8	3
31.8	70.1	75.1	5.1	6.3	0.2	61.9	72.5	2
25.1	85.0	80.4	2.5	5.6	0.0	53.5	84.0	2
33.5	74.7	60.7	6.0	5.4	2.7	55.5	97.2	2
28.2	89.0	76.6	8.7	10.0	3.9	57.0	83.2	2
25.1	89.8	100.0	9.1	7.5	0.4	42.0	95.2	3
24.9	73.3	63.6	3.3	9.2	1.5	39.9	72.6	2
17.4	94.7	60.1	9.6	6.0	4.1	45.3	67.6	1
29.1	100.0	61.3	10.9	8.5	2.2	52.8	81.1	3
25.0	93.3	100.0	8.6	6.4	2.3	62.4	90.2	3
21.0	83.4	87.0	10.1	7.0	3.1	62.7	66.2	3
33.9	81.8	75.9	8.0	6.7	1.8	65.1	91.3	0
15.0	82.9	81.0	3.9	5.9	1.3	34.5	65.1	1
25.0	77.4	83.4	7.3	6.0	3.0	42.3	61.8	1
25.0	87.5	70.4	3.4	7.0	0.4	65.7	94.8	0
27.5	73.6	72.2	4.5	6.3	0.1	55.4	84.7	2
24.6	66.1	77.6	6.8	7.2	1.5	39.5	62.5	1
27.0	87.2	69.1	6.5	6.0	3.6	51.9	90.8	3
26.4	85.2	74.0	7.2	7.8	4.2	49.5	90.7	3
12.9	79.3	85.3	1.5	6.4	1.8	57.5	62.3	1
22.2	72.2	65.0	5.6	9.0	3.7	57.8	76.5	2
37.9	87.9	100.0	7.4	6.9	4.6	64.5	100.0	0
19.7	75.1	91.3	7.9	6.9	2.6	52.8	77.3	1
22.5	83.6	60.9	8.0	8.9	3.5	55.5	78.6	2
20.7	100.0	42.8	6.6	6.4	5.3	56.1	77.8	3
24.3	91.5	69.7	5.1	6.5	1.4	70.7	83.6	0
20.3	71.3	90.3	7.3	6.2	2.1	61.5	84.4	2
28.9	72.3	87.4	5.3	7.2	4.9	68.9	84.9	2
26.6	86.5	78.3	8.3	6.1	1.1	60.4	82.8	3
31.2	71.2	71.0	7.1	7.9	2.7	56.5	95.9	2
16.6	65.0	66.4	5.8	6.9	1.6	37.9	63.6	1
25.0	90.3	74.0	4.1	8.0	4.5	47.8	71.2	1
23.2	88.2	64.8	6.0	7.9	0.7	63.2	85.5	2
28.6	89.5	74.0	6.0	6.4	2.4	50.4	80.0	3
18.7	87.6	100.0	11.3	6.1	0.9	50.8	67.4	3
32.3	84.3	68.4	7.3	6.6	0.3	51.5	87.0	2
17.1	90.2	91.5	2.3	7.4	2.3	43.4	67.6	1
21.1	100.0	63.8	6.8	7.5	3.2	60.8	90.9	3
20.7	80.0	67.3	5.2	7.0	2.5	50.7	81.6	2
46.1	74.8	96.0	8.1	6.2	2.9	64.7	100.0	0
21.6	73.6	66.1	6.8	6.3	1.8	45.0	71.9	1
38.4	76.3	79.1	8.5	7.6	4.0	66.3	96.7	0
14.9	87.0	100.0	11.3	6.2	3.6	49.6	63.3	1
17.1	63.6	94.7	4.0	7.7	2.7	43.2	65.6	1
19.5	89.4	81.3	8.4	7.7	2.8	50.7	62.7	1
18.2	91.4	92.6	7.7	8.8	1.8	48.7	68.8	1
22.9	67.0	79.2	10.9	6.4	5.4	35.9	58.7	1
19.3	75.2	95.3	7.8	6.6	3.7	50.5	65.7	1
18.4	85.8	49.3	7.5	4.2	2.3	40.0	62.7	1
34.3	83.6	77.9	6.0	5.9	2.2	56.6	81.8	3
34.8	90.2	48.7	8.3	5.9	1.9	67.0	99.2	0
32.6	83.6	82.4	9.6	7.6	2.1	60.2	91.4	0
29.2	97.6	76.5	4.0	9.2	2.9	73.0	99.7	0
25.7	81.8	100.0	5.0	7.7	0.0	50.6	85.0	2
21.0	75.2	90.7	10.3	8.2	2.1	49.0	77.9	1
25.0	74.4	72.1	1.1	6.1	2.3	50.4	64.5	2
27.9	92.4	73.9	5.8	5.6	2.5	59.5	91.9	3
15.6	85.3	85.7	6.4	6.7	2.8	57.4	72.8	3
17.0	91.3	71.4	5.6	6.3	2.5	56.3	77.0	3
34.2	91.1	79.5	10.0	6.0	3.1	74.7	100.0	0
40.2	64.8	99.8	7.2	7.3	2.3	52.8	87.7	2
28.1	73.6	67.6	5.0	5.6	4.0	63.0	85.1	2
33.9	74.8	73.3	4.4	8.0	3.5	54.2	86.5	2
23.0	76.8	75.4	6.7	6.5	5.9	57.1	81.9	3
29.9	95.0	89.1	6.3	7.1	1.4	56.5	86.0	3
29.6	97.0	97.0	5.7	6.4	2.3	70.5	94.8	0
25.6	82.1	91.5	4.3	8.5	1.7	43.9	98.3	2
23.1	82.5	92.5	6.9	5.1	2.5	68.3	72.1	3
32.7	77.9	87.1	6.8	8.5	4.1	65.9	81.6	0
17.1	85.9	85.5	4.2	6.6	2.0	52.0	83.2	3
18.8	87.0	58.2	6.0	8.1	1.6	51.0	92.0	2
16.9	93.1	85.4	10.3	7.2	3.3	48.9	86.7	3
25.7	93.0	78.4	6.1	8.0	1.3	61.7	93.0	0
16.3	62.0	88.2	6.8	6.9	1.2	36.1	57.1	1
19.5	83.5	78.9	3.2	7.3	3.1	29.1	65.1	1
19.4	98.8	91.4	7.8	8.3	0.0	55.0	86.1	3
13.1	96.4	36.3	5.2	8.6	3.8	42.4	73.5	1
25.7	81.9	73.5	6.0	7.4	0.0	44.7	64.6	1
35.0	86.7	52.1	10.6	6.1	0.0	73.3	94.4	0
26.1	73.6	83.6	7.0	6.6	0.3	69.3	90.6	2
37.3	74.0	75.5	3.7	8.1	0.0	63.7	87.7	2
35.7	92.3	100.0	8.1	5.5	5.3	64.4	85.8	0
31.2	93.8	83.1	6.6	8.0	2.7	65.7	100.0	0
25.6	85.3	72.7	6.1	6.6	1.5	59.7	89.2	2
25.2	72.7	94.1	8.4	5.5	0.6	50.9	92.1	2
31.1	85.4	75.2	0.0	7.2	5.8	70.2	100.0	0
21.9	97.6	72.5	1.5	6.2	3.5	64.5	83.1	3
9.9	100.0	85.9	9.4	6.3	2.3	53.0	73.4	3
28.9	81.8	100.0	5.7	6.2	4.3	72.3	87.7	0
25.0	68.4	92.8	4.9	7.1	3.1	53.0	55.4	1
17.3	93.4	88.5	2.7	6.5	1.7	47.1	84.9	3
24.2	94.4	69.0	6.8	8.2	1.6	64.4	100.0	0
13.7	87.8	68.7	9.6	7.7	1.0	40.6	68.2	1
26.3	76.2	82.2	6.9	9.2	4.2	54.1	84.4	2
32.7	85.6	100.0	5.2	9.5	1.7	50.5	96.0	0
16.0	98.1	65.9	7.0	6.7	4.5	66.8	80.9	3
35.2	83.5	100.0	8.8	5.6	1.3	67.0	98.3	0
12.5	74.7	58.4	8.2	6.7	1.6	50.1	67.6	1
41.9	69.1	78.2	7.6	7.1	1.8	55.5	100.0	0
21.7	77.3	82.6	6.7	9.7	1.2	61.2	85.2	2
26.2	80.9	66.8	4.5	6.6	1.6	59.1	86.3	2
9.9	93.2	70.7	3.4	7.3	3.3	32.9	57.7	1
25.0	73.8	91.9	3.0	6.2	4.3	57.9	80.0	2
26.8	100.0	100.0	7.0	6.6	2.9	52.8	82.8	3
24.3	71.6	48.3	7.2	5.5	0.7	54.4	71.9	2
17.4	100.0	78.3	7.4	8.6	1.6	54.5	80.5	3
34.0	86.4	81.6	8.6	8.3	5.1	49.7	97.5	0
25.2	68.5	75.2	5.7	6.6	4.0	56.2	70.6	2
25.0	84.4	60.6	7.9	8.3	4.3	72.1	100.0	0
20.8	81.1	100.0	3.5	5.4	1.4	51.3	80.7	3
21.5	72.3	97.4	5.8	6.8	0.6	55.8	69.7	2
12.0	76.8	72.7	6.1	8.5	1.8	30.4	63.9	1
15.3	77.9	70.9	9.1	7.2	2.9	57.5	71.8	1
33.8	83.0	41.2	6.2	7.7	3.1	58.6	78.4	2
15.6	79.3	85.3	7.8	6.4	1.9	43.2	73.9	1
10.4	100.0	91.7	6.7	7.3	4.0	42.6	68.1	1
39.9	79.6	82.1	4.6	8.5	0.3	76.1	95.3	0
13.8	89.4	78.7	5.5	5.1	2.7	59.9	68.2	3
26.5	86.5	82.0	8.9	8.4	3.5	61.4	87.5	0
25.6	88.5	67.2	7.8	6.7	5.1	53.8	87.2	3
25.0	89.3	72.5	6.0	5.3	2.7	62.1	71.8	3
22.9	93.8	77.5	2.5	6.7	4.4	56.1	77.2	3
28.6	87.7	90.5	6.5	8.5	4.3	54.7	84.7	3
27.8	87.2	100.0	4.5	6.4	6.0	66.6	98.7	0
32.2	85.6	76.6	5.6	7.4	3.0	61.1	100.0	0
21.9	83.6	64.3	2.4	5.1	5.6	69.6	82.8	3
30.7	75.9	80.5	8.6	4.8	3.7	53.1	82.4	3
25.0	84.4	100.0	5.8	5.7	0.2	50.9	81.1	3
13.7	87.4	65.6	6.1	8.2	2.5	59.9	57.9	1
14.6	89.0	93.3	3.9	6.9	1.1	53.0	73.5	1
13.3	86.8	100.0	5.3	8.3	4.8	45.8	67.3	1
33.1	82.7	74.6	6.3	8.4	2.8	55.3	88.7	2
12.9	84.4	69.5	4.5	6.1	0.5	38.8	68.6	1
25.0	79.5	88.6	5.5	8.9	3.8	47.6	90.4	2
22.9	88.1	85.3	9.5	6.3	4.5	62.7	77.5	3
25.0	82.8	90.4	1.6	8.2	1.9	61.4	79.6	2
35.9	86.8	100.0	6.5	8.2	1.8	68.9	100.0	0
21.5	95.0	82.5	4.0	7.1	2.8	47.1	68.5	1
29.9	77.9	62.1	9.3	7.1	0.0	56.9	84.8	2
25.3	91.0	81.0	5.5	7.4	3.6	60.1	100.0	0
43.4	100.0	99.0	5.5	6.5	1.5	75.3	100.0	0
13.5	82.8	77.0	6.9	6.4	5.3	48.5	53.7	1
35.3	92.0	73.9	12.9	6.5	4.0	58.3	79.3	3
30.3	85.2	59.4	0.7	8.5	2.4	67.2	100.0	0
21.2	71.1	88.2	3.0	5.1	3.5	49.5	64.1	1
38.0	79.8	100.0	9.3	6.4	4.9	54.9	96.6	0
10.2	93.8	76.7	2.2	6.6	2.7	40.1	74.8	1
20.8	80.7	86.8	6.0	6.7	3.1	57.8	75.3	3
15.3	62.8	71.8	4.8	7.4	1.7	51.3	62.0	1
28.3	84.7	60.8	4.4	5.4	2.3	38.8	86.9	2
16.1	74.1	86.5	5.6	8.2	3.6	47.5	78.7	1
28.5	86.3	80.4	5.2	8.1	2.2	49.6	93.2	2
23.5	100.0	44.2	8.6	7.8	1.7	60.6	100.0	0
21.2	92.7	100.0	9.3	6.8	4.2	59.2	65.0	3
28.1	100.0	86.2	7.1	6.1	3.2	53.0	94.5	3
25.0	79.4	81.1	5.4	6.6	1.8	54.1	90.3	2
16.3	83.6	73.7	6.6	7.1	5.1	56.0	77.5	1
47.4	74.6	86.1	8.0	7.8	5.7	79.4	100.0	0
21.1	78.2	86.8	8.5	6.9	4.0	46.2	64.1	1
18.3	71.9	96.0	9.8	6.5	3.1	51.4	83.3	3
14.9	98.7	99.4	4.5	7.3	3.4	47.2	73.5	3
31.6	64.1	100.0	8.8	6.7	0.1	57.6	82.0	2
27.6	98.7	67.4	7.8	7.3	4.3	66.5	82.8	3
22.0	90.0	85.4	6.6	7.6	4.2	61.8	78.3	3
22.8	73.9	68.3	6.8	7.6	2.0	48.1	75.6	2
22.0	69.2	70.7	5.6	7.6	3.2	53.6	89.3	2
31.7	91.3	93.5	2.2	6.1	2.8	64.0	100.0	0
29.0	74.6	77.1	5.4	7.4	2.3	69.8	97.2	0
29.0	96.5	86.9	6.0	7.8	0.7	61.1	100.0	0
27.3	82.7	80.3	8.7	8.6	1.6	61.2	88.6	2
27.9	86.1	67.8	5.7	8.6	3.7	67.1	86.7	0
34.5	69.9	65.9	11.4	7.2	0.9	61.7	88.5	2
19.7	80.9	90.0	6.6	7.4	4.1	49.5	73.3	1
18.2	90.1	67.5	8.6	5.0	4.6	58.8	71.5	3
15.5	88.5	53.3	5.5	6.4	3.2	63.0	74.9	3
26.5	79.9	79.5	4.3	5.5	2.3	67.5	94.9	0
10.2	82.3	100.0	6.7	5.9	4.0	37.6	58.9	1
28.7	80.5	38.1	9.2	7.6	4.2	64.4	84.0	2
24.1	82.2	75.7	5.8	7.9	2.2	54.9	88.8	2
34.1	89.2	90.1	7.1	8.0	2.6	73.5	95.5	0
25.0	65.3	52.6	6.6	7.3	1.3	63.3	67.3	2
23.4	84.3	76.8	5.8	7.6	2.9	37.4	84.7	1
34.0	88.5	62.9	5.9	5.1	0.0	63.9	100.0	0
36.1	79.3	64.9	3.5	5.5	2.1	60.5	94.3	0
19.6	80.2	74.0	6.0	6.7	1.2	46.4	88.9	2
26.5	80.5	63.2	7.6	7.7	2.4	50.0	78.0	2
27.4	80.2	61.9	6.7	6.5	1.3	54.2	90.9	2
28.0	85.1	79.1	6.0	5.4	0.0	56.6	76.3	3
22.9	86.3	100.0	7.8	6.2	1.5	52.5	73.5	3
9.9	91.5	95.2	6.0	4.9	4.1	47.1	77.3	3
21.6	82.1	92.0	7.8	9.7	1.5	61.5	81.3	2
28.6	100.0	69.5	6.3	8.5	1.2	57.3	100.0	0
28.7	73.1	84.7	5.4	4.6	0.7	45.1	91.8	2
35.8	76.3	96.5	7.2	4.7	4.2	64.0	91.1	0
34.6	83.0	92.4	5.9	6.0	2.2	71.3	97.8	0
22.7	89.1	82.9	5.3	5.2	2.9	56.6	72.4	3
35.4	65.5	87.8	6.4	9.9	0.2	55.9	87.4	2
19.3	76.7	100.0	6.4	6.0	0.0	43.1	73.4	1
32.4	90.9	92.6	3.2	7.4	1.1	68.3	100.0	0
39.5	75.5	75.3	6.8	6.4	4.9	64.2	100.0	0
34.7	98.7	78.9	10.6	5.6	0.9	62.0	100.0	0
25.8	80.5	64.2	3.6	8.3	1.6	51.9	84.2	2
22.3	76.0	100.0	4.7	7.8	2.5	54.8	84.0	2
12.8	91.1	100.0	13.0	6.9	1.6	49.1	74.1	3
27.5	100.0	81.2	3.9	9.9	3.2	61.0	96.0	0
18.7	97.6	89.5	5.4	6.5	0.8	45.9	84.3	3
15.5	100.0	73.5	6.2	9.3	6.6	46.7	64.7	1
21.3	75.8	93.6	5.7	7.5	1.1	54.5	92.2	2
24.8	94.4	86.0	7.1	9.0	3.7	61.9	90.2	0
27.2	69.8	92.6	2.1	7.0	1.1	66.9	79.6	2
25.0	89.2	59.5	6.5	3.4	0.2	47.3	77.3	3
33.6	84.3	67.8	5.0	5.1	2.4	68.3	100.0	0
23.3	97.4	100.0	1.3	8.3	0.5	44.2	87.1	3
18.7	96.7	100.0	8.8	6.3	1.9	56.2	89.2	3
26.8	90.7	100.0	0.7	7.3	1.3	47.4	91.4	3
40.7	88.0	100.0	11.4	8.4	4.4	59.5	100.0	0
27.7	90.1	88.7	7.5	7.2	0.2	64.9	94.2	0
22.1	85.6	87.6	2.6	6.0	3.5	55.6	79.9	3
23.2	99.4	71.3	4.1	7.1	2.2	46.9	91.3	3
26.9	100.0	50.2	4.2	6.5	1.4	62.9	99.2	0
21.9	83.6	75.2	1.5	5.3	2.8	54.6	75.7	2
