DeviceID,DeviceType,ActiveHours,PowerUsage,Temperature,SignalStrength,FirmwareAge,Power6Months,PowerPerHour
2301,Sensor,15.62,38.98,30.27,-75.23,52,168539.31,2.4957
2302,Plug,18.63,53.41,27.85,-42.23,57,229400.86,2.8676
2303,Camera,14.42,63.37,27.51,-65.41,10,272495.86,4.3938
2304,Light,11.07,65.34,46.32,-61.31,6,283669.67,5.9013
2305,Sensor,13.77,60.42,26.57,-58.97,60,260823.57,4.389
2306,Plug,12.33,77.66,37.97,-54.86,42,336441.67,6.2975
2307,Plug,12.69,59.78,45.42,-62.91,28,257420.84,4.7096
2308,Sensor,12.79,48.59,39.68,-51.2,30,208032.43,3.7986
2309,Speaker,7.63,68.51,23.09,-60.49,49,294094.49,8.9832
2310,Speaker,15.51,96.81,28.74,-66.02,52,420333.03,6.2418
2311,Light,6.82,45.44,27.25,-51.52,46,193376.49,6.6601
2312,Plug,5.83,53.54,33.82,-57.95,25,230992.65,9.1818
2313,Camera,3.66,59.93,41.73,-57.08,42,261454.65,16.3688
2314,Camera,6.75,31.68,32.25,-50.09,20,136111.5,4.6949
2315,Light,8.21,57.22,28.16,-65.41,46,244181.28,6.9695
2316,Plug,9.71,5.0,40.66,-37.18,43,24049.14,0.5148
2317,Plug,9.74,55.82,33.74,-54.04,4,244571.78,5.7335
2318,Light,15.56,69.5,44.71,-52.12,58,299755.56,4.4651
2319,Speaker,15.66,37.92,42.58,-51.44,33,161650.49,2.4214
2320,Plug,7.56,78.66,39.94,-57.7,56,339088.82,10.4052
2321,Plug,,56.73,39.51,-70.77,42,245503.52,3.8616
2322,Light,9.25,68.62,29.38,-57.43,1,296768.51,7.4186
2323,Light,16.57,65.53,34.95,-55.08,59,283495.24,3.954
2324,Plug,9.37,26.41,44.4,-62.29,44,114630.75,2.8202
2325,Camera,10.47,75.17,52.4,-43.52,44,323468.72,7.1818
2326,Light,8.39,48.6,36.55,-77.75,3,212998.04,5.7938
2327,Speaker,12.56,36.33,53.73,-64.81,54,158931.74,2.8927
2328,Camera,7.61,72.8,27.87,-50.43,27,314643.03,9.5637
2329,Light,12.03,27.51,28.4,-69.89,3,118582.04,2.2871
2330,Plug,17.24,45.13,47.7,-40.48,50,195701.71,2.6181
2331,Camera,17.14,58.93,41.3,-65.56,18,253289.57,3.4388
2332,Sensor,13.72,31.71,38.37,-52.78,47,136580.38,2.3111
2333,Plug,12.41,74.87,35.07,-65.34,44,324972.81,6.0329
2334,Light,7.91,,43.69,-25.0,13,270443.12,7.8935
2335,Light,11.66,79.1,24.92,-69.09,54,341228.77,6.7828
2336,Plug,17.02,36.14,52.62,-52.69,20,155319.03,2.1234
2337,Light,11.98,12.59,36.56,-68.5,18,52403.2,1.0507
2338,Camera,10.03,,45.77,-49.65,27,201082.29,4.5897
2339,Plug,10.06,85.66,32.73,-48.54,59,371426.01,8.5179
2340,Light,12.88,43.33,32.84,-59.91,34,186420.78,3.3643
2341,Sensor,13.49,35.43,40.85,-43.68,21,153354.47,2.6267
2342,Speaker,15.62,64.24,40.33,-52.42,15,275942.12,4.1118
2343,Plug,5.61,48.24,22.22,-58.2,6,208172.01,8.5949
2344,Sensor,12.83,49.67,53.7,-69.16,30,213573.69,3.8716
2345,Plug,11.96,71.02,49.77,-49.05,11,308416.74,5.9377
2346,Sensor,15.94,51.62,43.68,-48.3,39,221667.77,3.2394
2347,Camera,8.24,66.78,38.64,-44.54,19,287464.28,8.1016
2348,Light,13.73,87.63,30.84,-54.94,17,380114.42,6.3813
2349,Camera,10.19,47.45,53.91,-57.69,58,203224.55,4.6587
2350,Sensor,10.9,38.3,42.71,-47.14,4,166145.09,3.5126
2351,Light,10.26,13.02,44.23,-62.02,5,54879.89,1.2685
2352,Light,10.11,33.07,34.27,-49.73,55,143181.3,3.2716
2353,Plug,13.45,,44.72,-50.63,16,333446.48,5.7351
2354,Plug,8.64,15.02,34.48,-64.44,43,63293.33,1.738
2355,Camera,5.02,45.7,38.75,-74.66,57,197136.78,9.1089
2356,Camera,11.81,40.56,44.81,-61.32,6,176317.63,3.4338
2357,Light,14.4,58.32,30.71,-58.11,35,254385.46,4.0511
2358,Light,7.28,68.52,33.78,-65.89,6,295817.78,9.416
2359,Light,6.57,32.66,38.95,-59.69,44,140983.34,4.9707
2360,Plug,11.9,98.27,56.38,-76.15,56,423018.84,8.2565
2361,Sensor,12.59,32.5,35.39,-44.66,52,139668.07,2.581
2362,Camera,13.7,43.19,43.36,-54.87,27,184592.74,3.1518
2363,Light,19.32,50.4,35.77,-62.74,25,216889.22,2.6092
2364,Speaker,12.41,57.15,33.61,-73.25,30,245809.28,4.6042
2365,Plug,16.34,41.96,27.4,-66.14,39,180994.55,2.5685
2366,Plug,12.36,,36.92,-64.0,26,388722.54,7.2269
2367,Plug,14.0,45.34,38.77,-52.16,21,196329.62,3.2386
2368,Speaker,13.97,47.51,43.49,-68.06,54,206934.14,3.4018
2369,Speaker,16.27,25.67,47.33,-48.74,55,111703.91,1.5774
2370,Speaker,6.88,59.11,38.05,-57.34,2,255060.55,8.5897
2371,Camera,8.17,51.14,43.15,-58.45,31,223722.61,6.2563
2372,Plug,8.74,65.88,45.44,-58.6,15,284387.72,7.5354
2373,Plug,8.37,94.29,29.07,-37.99,33,408509.79,11.265
2374,Speaker,10.28,34.57,41.1,-81.88,47,149617.25,3.3642
2375,Sensor,15.66,55.73,19.89,-54.18,28,242133.98,3.5584
2376,Light,10.7,50.35,31.16,-67.71,25,219991.66,4.707
2377,Light,10.62,50.52,55.28,-69.46,44,219001.72,4.7562
2378,Sensor,15.75,66.32,36.95,-25.0,25,286919.06,4.2105
2379,Sensor,7.52,45.87,49.46,-61.7,42,199623.08,6.1035
2380,Plug,,63.17,48.54,-60.04,54,272517.93,13.066
2381,Light,11.07,54.89,41.7,-67.11,46,238307.5,4.96
2382,Speaker,4.26,87.6,39.08,-63.7,59,377450.2,20.5798
2383,Sensor,5.66,46.53,48.28,-62.09,38,201100.98,8.2201
2384,Speaker,15.71,82.84,49.77,-50.72,46,357825.29,5.2728
2385,Camera,11.94,40.82,45.25,-49.29,11,176947.67,3.4185
2386,Light,10.3,72.24,28.74,-26.24,58,314420.96,7.0105
2387,Light,14.81,52.31,47.64,-61.83,54,224268.58,3.5316
2388,Camera,12.3,30.31,39.35,-72.92,11,129090.37,2.464
2389,Plug,14.39,51.1,54.36,-65.91,31,222393.35,3.5522
2390,Speaker,11.46,45.84,41.14,-66.82,15,197703.0,4.0
2391,Speaker,8.49,40.57,48.62,-45.15,16,176484.51,4.7774
2392,Camera,15.26,63.16,42.65,-59.68,43,271359.48,4.1382
2393,Sensor,11.71,48.3,39.97,-39.88,27,207130.61,4.1241
2394,Light,12.77,50.23,50.18,-48.5,4,218401.47,3.9322
2395,Plug,10.95,47.47,49.64,-51.26,14,205586.36,4.3336
2396,Plug,17.09,32.27,34.17,-75.68,22,139868.93,1.8885
2397,Plug,7.13,23.34,48.5,-70.21,38,103791.44,3.275
2398,Light,8.38,48.91,46.19,-60.64,58,213211.42,5.8379
2399,Speaker,9.61,35.31,47.26,-42.39,58,153616.8,3.6751
2400,Speaker,5.4,70.58,37.7,-60.89,49,304329.96,13.0727
2401,Plug,9.21,57.61,24.28,-42.13,58,249034.16,6.2532
2402,Light,10.25,50.06,38.15,-46.5,29,217279.8,4.8823
2403,Light,8.63,59.26,43.65,-58.53,53,255541.6,6.8692
2404,Camera,13.5,12.22,43.73,-60.0,4,53642.47,0.9057
2405,Light,17.48,47.32,37.0,-49.85,31,204643.48,2.7072
2406,Light,11.59,45.74,32.91,-65.49,5,198313.22,3.9464
2407,Plug,15.6,58.95,58.08,-40.15,37,254622.76,3.7798
2408,Plug,1.0,62.67,49.62,-48.99,26,271126.1,62.6692
2409,Plug,11.16,48.3,31.9,-59.39,22,209479.48,4.3278
2410,Light,13.11,30.48,33.27,-57.17,16,129343.86,2.3245
2411,Plug,12.52,76.13,19.81,-60.68,38,329047.91,6.0815
2412,Light,11.82,29.63,35.03,-55.59,31,127072.36,2.507
2413,Speaker,13.0,60.01,42.37,-47.71,29,257760.39,4.6157
2414,Speaker,20.22,55.95,40.5,-46.22,8,241067.16,2.7668
2415,Plug,13.62,31.72,33.93,-60.49,35,136751.08,2.3289
2416,Speaker,11.41,69.55,54.36,-74.77,56,302037.47,6.0979
2417,Sensor,4.62,68.6,46.33,-39.26,57,295452.59,14.8408
2418,Plug,14.09,64.53,50.45,-46.28,31,279376.54,4.5806
2419,Light,14.34,88.32,33.89,-67.87,49,378792.82,6.1591
2420,Camera,15.6,93.16,50.5,-63.22,8,400034.13,5.971
2421,Plug,14.46,72.8,48.63,-42.07,19,313102.5,5.0355
2422,Light,13.01,54.5,18.37,-48.37,14,236328.72,4.189
2423,Plug,11.94,67.75,14.29,-71.33,45,292597.17,5.6746
2424,Camera,9.15,88.12,37.14,-69.6,56,381616.32,9.6305
2425,Light,19.6,37.99,41.3,-52.97,20,164508.78,1.9386
2426,Light,20.91,55.97,26.9,-42.48,3,243800.72,2.6769
2427,Light,15.57,17.91,40.22,-57.54,17,77214.8,1.1503
2428,Light,6.24,30.32,41.72,-47.53,32,132890.24,4.8575
2429,Camera,12.46,40.66,24.77,-66.85,15,176669.39,3.2631
2430,Plug,7.39,77.83,34.51,-51.14,53,335522.4,10.5351
2431,Camera,11.63,51.71,37.97,-80.68,59,224125.23,4.4452
2432,Camera,6.82,31.99,37.37,-57.48,35,139430.52,4.6939
2433,Camera,15.11,,43.98,-72.7,32,226891.38,3.5287
2434,Light,11.31,70.45,36.24,-61.8,45,302661.13,6.2272
2435,Camera,10.05,62.19,32.52,-69.46,6,269697.61,6.1859
2436,Plug,9.83,,55.7,-44.55,4,426582.36,10.0386
2437,Plug,15.61,37.87,39.26,-49.43,34,165133.24,2.4263
2438,Camera,3.03,74.9,38.55,-42.26,5,323409.35,24.7527
2439,Plug,10.83,70.05,41.08,-48.6,50,298458.27,6.4657
2440,Sensor,4.6,53.99,52.22,-81.18,32,231208.87,11.7283
2441,Light,8.96,55.87,28.76,-38.23,48,239101.48,6.2375
2442,Plug,9.82,66.18,31.06,-45.91,56,287868.93,6.7381
2443,Light,21.18,67.32,45.97,-74.02,57,289348.64,3.1791
2444,Camera,,54.8,50.73,-57.69,33,236128.7,4.2951
2445,Camera,17.45,68.7,36.26,-48.61,51,297046.51,3.9376
2446,Sensor,10.31,47.78,26.28,-61.93,41,207426.68,4.6338
2447,Light,13.69,41.17,47.52,-68.74,32,179721.07,3.0071
2448,Light,9.02,50.91,28.71,-51.3,40,220157.4,5.6431
2449,Sensor,6.89,23.26,45.5,-75.14,42,100702.38,3.3772
2450,Speaker,15.95,49.15,35.82,-33.1,21,210825.19,3.0814
2451,Plug,17.28,83.85,44.22,-58.87,37,361642.0,4.8529
2452,Plug,16.37,87.53,37.79,-79.15,44,379116.08,5.3487
2453,Camera,17.07,5.0,53.28,-60.76,45,21231.72,0.2929
2454,Light,9.24,35.23,37.88,-45.57,18,152746.25,3.8135
2455,Light,13.99,69.31,53.59,-51.07,6,300587.49,4.9552
2456,Light,9.06,54.28,41.81,-49.66,54,233242.73,5.9908
2457,Sensor,15.05,75.21,41.52,-60.18,19,325083.4,4.9968
2458,Sensor,13.75,35.89,51.06,-75.78,55,154988.39,2.6108
2459,Plug,15.93,64.96,28.88,-41.44,50,280178.41,4.0782
2460,Light,14.94,39.51,29.66,-40.32,6,172026.11,2.6453
2461,Plug,12.27,50.9,29.65,-41.33,46,219472.25,4.1479
2462,Plug,9.98,45.1,41.44,-60.47,23,195732.74,4.521
2463,Speaker,13.44,55.78,45.25,-36.53,38,239465.16,4.1493
2464,Plug,8.13,33.51,43.28,-58.21,43,140849.66,4.1203
2465,Camera,11.57,38.63,45.25,-81.75,7,164392.48,3.3393
2466,Camera,14.54,55.21,42.47,-59.3,43,238876.5,3.7971
2467,Light,11.99,,36.07,-56.71,20,210132.49,4.0571
2468,Light,12.86,56.15,49.39,-47.31,54,244841.06,4.3654
2469,Sensor,16.48,34.42,30.62,-33.92,55,147560.46,2.089
2470,Light,14.11,32.39,44.32,-44.54,55,140700.24,2.2951
2471,Light,10.42,59.15,23.56,-50.73,53,256015.73,5.677
2472,Plug,10.47,55.27,23.61,-77.35,43,239415.22,5.2762
2473,Light,10.89,68.53,34.87,-38.52,6,296496.61,6.2919
2474,Plug,10.48,5.0,51.89,-25.0,3,18928.07,0.4769
2475,Plug,13.99,27.22,43.71,-38.12,40,119027.79,1.9451
2476,Plug,17.35,58.1,53.99,-54.97,33,251013.62,3.3483
2477,Plug,13.2,32.15,26.0,-64.7,29,137587.51,2.4358
2478,Camera,10.66,78.45,43.71,-59.33,38,339898.6,7.3598
2479,Camera,13.17,22.14,44.0,-54.85,7,96506.59,1.6811
2480,Light,4.04,28.07,43.74,-63.46,22,119706.94,6.9445
2481,Light,8.82,52.45,45.49,-62.52,13,227280.44,5.944
2482,Speaker,8.66,43.74,38.43,-77.37,55,187890.01,5.0533
2483,Camera,16.66,63.92,33.92,-72.52,47,278570.11,3.838
2484,Camera,2.24,112.43,40.41,-52.5,13,485072.62,50.1243
2485,Plug,17.71,46.01,35.26,-51.79,9,198004.81,2.5977
2486,Plug,14.9,77.8,44.42,-63.91,26,332864.95,5.2223
2487,Light,11.67,65.19,41.86,-65.59,4,279884.87,5.5849
2488,Speaker,14.04,8.15,38.72,-68.0,14,36132.03,0.5805
2489,Camera,6.55,19.24,44.96,-83.18,55,82640.79,2.9358
2490,Camera,9.95,59.25,26.8,-66.26,42,255857.0,5.9556
2491,Light,12.68,41.96,34.17,-67.75,51,180395.1,3.3083
2492,Plug,9.5,45.25,43.33,-68.54,24,194244.02,4.7636
2493,Light,8.42,59.55,32.83,-58.05,58,255386.43,7.0735
2494,Plug,11.26,76.93,48.83,-56.58,26,332715.66,6.83
2495,Sensor,12.66,51.35,33.28,-56.64,10,223326.17,4.0575
2496,Speaker,18.66,54.09,41.34,-73.17,49,234528.47,2.8995
2497,Sensor,9.65,60.92,43.13,-47.18,54,263417.13,6.3156
2498,Speaker,11.02,92.8,28.8,-61.38,38,402064.8,8.4198
2499,Plug,9.51,29.37,27.69,-48.66,12,126258.38,3.087
2500,Light,17.79,55.64,45.98,-53.3,41,240197.49,3.1278
2501,Sensor,14.78,82.64,38.51,-71.96,51,359114.87,5.5896
2502,Plug,8.66,85.05,32.92,-32.49,28,366675.32,9.8251
2503,Speaker,13.76,41.79,22.21,-85.7,59,180053.38,3.0366
2504,Camera,16.68,31.75,31.82,-65.51,2,136344.37,1.9043
2505,Plug,18.21,41.37,40.83,-56.1,49,179605.67,2.2723
2506,Camera,13.31,68.37,47.74,-45.49,17,296778.61,5.1357
2507,Plug,10.84,107.46,55.15,-57.35,3,465319.61,9.9141
2508,Plug,14.06,17.39,36.23,-48.12,1,76407.26,1.2365
2509,Speaker,7.41,47.56,36.86,-60.88,41,204118.25,6.4218
2510,Plug,8.21,48.34,50.72,-49.05,5,210124.91,5.8889
2511,Camera,12.79,37.85,25.97,-54.68,35,162606.14,2.9593
2512,Camera,18.09,61.87,29.46,-63.17,10,265236.03,3.4197
2513,Plug,9.81,22.28,42.43,-67.41,57,96930.07,2.2713
2514,Sensor,14.11,32.58,49.71,-43.01,29,140598.71,2.3095
2515,Camera,5.39,109.27,33.07,-54.06,43,472002.7,20.2841
2516,Plug,12.2,81.04,24.1,-64.57,55,350655.54,6.6441
2517,Speaker,12.68,99.67,31.38,-69.85,3,432493.93,7.8626
2518,Sensor,10.67,91.54,30.06,-59.26,12,395108.71,8.5799
2519,Camera,11.26,42.35,44.65,-70.55,34,180845.92,3.7599
2520,Speaker,8.96,19.31,34.41,-71.6,5,82808.99,2.1545
2521,Light,11.81,55.48,37.52,-48.14,55,241009.78,4.6961
2522,Light,15.62,67.02,32.51,-67.07,56,290714.27,4.2917
2523,Light,3.97,19.19,29.34,-77.03,32,81396.73,4.8381
2524,Camera,9.75,69.94,42.7,-78.76,52,303163.23,7.1702
2525,Light,13.84,42.41,42.21,-70.89,4,184511.88,3.0634
2526,Speaker,7.73,42.11,32.08,-87.28,51,183262.92,5.4475
2527,Speaker,5.08,63.79,45.69,-65.21,11,277218.98,12.5618
2528,Camera,13.72,24.64,26.94,-59.25,3,105876.3,1.7961
2529,Camera,23.98,55.73,30.73,-50.1,17,241029.68,2.3241
2530,Plug,9.19,66.28,37.38,-63.92,33,286839.69,7.2155
2531,Speaker,7.98,39.41,36.57,-60.05,8,169304.81,4.9393
2532,Plug,9.09,61.45,17.22,-62.09,2,264343.05,6.7584
2533,Light,10.2,42.4,23.63,-64.31,55,183569.1,4.1592
2534,Camera,15.6,73.38,27.82,-69.02,54,317669.88,4.7027
2535,Plug,7.64,75.59,43.32,-52.03,45,328262.43,9.8943
2536,Plug,,63.58,49.46,-62.41,2,274305.86,3.424
2537,Camera,11.41,66.73,18.39,-58.03,19,291239.47,5.847
2538,Camera,10.58,77.8,38.2,-59.57,4,333761.24,7.3511
2539,Camera,15.3,69.87,28.23,-25.86,48,300894.73,4.5673
2540,Speaker,13.44,66.19,30.88,-35.77,55,287116.04,4.9238
2541,Light,12.78,,44.15,-43.69,54,347844.61,6.3242
2542,Camera,6.75,99.07,26.61,-63.13,23,427720.54,14.6687
2543,Plug,10.38,,57.61,-67.62,42,349489.04,7.8052
2544,Speaker,13.62,51.07,37.57,-63.21,23,220208.57,3.7496
2545,Light,13.17,76.61,39.07,-48.25,33,329071.52,5.8163
2546,Camera,6.06,48.24,39.88,-64.36,49,210237.6,7.9663
2547,Light,10.87,36.96,31.73,-46.82,42,161516.05,3.3993
2548,Camera,11.92,92.59,39.0,-66.0,37,399739.78,7.7662
2549,Speaker,21.99,14.95,29.55,-37.15,38,65958.72,0.6798
2550,Speaker,14.06,29.14,40.25,-48.39,53,124855.82,2.0726
2551,Camera,13.99,77.8,41.6,-62.93,34,334440.78,5.5603
2552,Plug,14.87,51.48,44.03,-57.7,25,222310.11,3.4628
2553,Plug,11.35,41.22,43.2,-61.1,8,177530.95,3.6322
2554,Light,13.82,33.45,28.05,-46.2,23,144872.48,2.42
2555,Speaker,8.25,11.13,44.81,-71.91,15,48715.48,1.3485
2556,Speaker,13.68,56.93,37.63,-32.92,46,244541.85,4.1621
2557,Plug,12.31,51.02,30.02,-50.63,48,219559.97,4.1443
2558,Speaker,7.13,35.7,41.43,-69.12,26,157225.04,5.0054
2559,Camera,14.44,,38.67,-51.75,26,330536.4,5.2965
2560,Plug,10.0,53.62,40.33,-72.82,14,231880.1,5.3641
2561,Plug,6.48,56.32,48.38,-75.97,13,242750.3,8.6962
2562,Light,15.36,73.01,37.08,-46.8,2,313696.83,4.7518
2563,Sensor,14.62,56.5,35.93,-44.76,16,243536.71,3.8632
2564,Plug,9.63,35.37,27.03,-61.07,3,151955.46,3.6727
2565,Plug,11.85,57.05,45.56,-63.02,21,246911.45,4.8144
2566,Speaker,13.21,60.98,50.37,-67.26,28,264512.33,4.6156
2567,Light,5.59,53.34,33.19,-42.41,36,229454.16,9.5391
2568,Plug,9.09,35.43,42.06,-59.69,11,150973.42,3.8962
2569,Speaker,9.35,51.23,35.9,-68.02,15,222459.77,5.4816
2570,Camera,9.31,35.98,38.3,-58.33,26,156207.81,3.8638
2571,Sensor,15.32,,26.97,-56.38,41,48140.59,0.6784
2572,Camera,11.58,40.16,16.64,-59.01,52,170432.1,3.4685
2573,Sensor,17.37,30.24,39.71,-63.22,4,130660.69,1.7411
2574,Light,7.7,60.4,28.72,-46.03,10,260867.45,7.8486
2575,Plug,9.36,64.19,37.98,-73.35,45,275976.91,6.8583
2576,Speaker,,9.19,43.43,-57.69,8,41634.9,0.6644
2577,Plug,14.42,58.09,43.78,-63.16,51,249603.48,4.0287
2578,Plug,12.25,62.42,39.8,-64.82,51,269845.59,5.0947
2579,Camera,13.19,42.52,43.77,-69.28,47,185036.03,3.2239
2580,Plug,22.5,45.91,38.94,-47.44,36,197094.32,2.0404
2581,Sensor,15.12,110.66,44.39,-61.49,25,477077.23,7.32
2582,Speaker,13.61,50.19,31.36,-59.23,60,214470.65,3.6868
2583,Speaker,14.67,41.77,40.33,-49.66,46,178450.47,2.8468
2584,Camera,10.74,65.69,51.54,-48.02,19,283012.03,6.1151
2585,Light,7.32,38.62,29.93,-57.2,38,167768.76,5.2791
2586,Speaker,14.09,53.76,20.87,-66.99,22,231069.45,3.8169
2587,Plug,13.83,97.76,29.72,-79.19,30,420221.86,7.0669
2588,Plug,5.67,17.05,36.26,-45.21,47,76377.5,3.009
2589,Plug,6.86,33.34,41.48,-41.92,43,144947.7,4.8573
2590,Light,8.62,44.14,46.58,-45.19,43,190668.42,5.1195
2591,Camera,10.73,44.64,47.72,-55.73,27,189577.31,4.1619
2592,Plug,10.93,88.11,42.98,-66.9,12,380422.62,8.0577
2593,Sensor,15.63,43.28,24.95,-72.44,5,186955.23,2.7687
2594,Light,12.97,23.1,45.52,-55.84,6,100051.67,1.7808
2595,Sensor,5.53,52.94,46.51,-58.78,34,227434.37,9.5793
2596,Sensor,13.26,80.87,24.99,-48.62,55,350359.26,6.0985
2597,Light,10.51,31.45,30.12,-66.05,5,139591.15,2.9914
2598,Plug,9.1,12.01,32.28,-65.12,20,53153.05,1.3197
2599,Sensor,8.99,60.74,47.61,-56.35,59,262805.52,6.7544
2600,Speaker,4.49,62.45,51.49,-47.69,59,270717.51,13.9247
2601,Plug,19.72,56.69,31.09,-57.13,6,244426.23,2.8753
2602,Plug,19.55,67.79,27.26,-65.04,51,294440.54,3.4665
2603,Speaker,4.82,46.13,29.02,-53.98,26,200499.74,9.5671
2604,Plug,7.12,32.12,52.09,-69.9,20,139235.3,4.5108
2605,Speaker,9.45,21.42,31.1,-75.97,18,94725.68,2.2658
2606,Sensor,9.93,57.95,56.98,-58.82,12,252575.96,5.8343
2607,Speaker,15.68,74.97,43.04,-76.54,14,320306.27,4.7799
2608,Camera,9.91,48.26,25.81,-62.22,4,208642.92,4.8723
2609,Light,8.35,40.17,31.51,-65.23,23,175134.46,4.8126
2610,Speaker,13.97,38.41,37.51,-55.6,53,165592.22,2.7492
2611,Plug,11.19,84.72,40.03,-30.69,29,367850.74,7.5689
2612,Camera,4.66,55.93,34.87,-69.97,7,245676.53,11.9911
2613,Speaker,11.39,54.33,41.87,-74.99,5,236830.49,4.7719
2614,Plug,14.62,71.99,56.63,-67.12,53,310685.36,4.9251
2615,Plug,14.16,98.3,23.09,-59.33,57,423120.13,6.9448
2616,Light,11.46,77.23,32.31,-46.97,45,333964.54,6.738
2617,Light,15.0,60.24,32.18,-62.37,53,257587.39,4.0164
2618,Plug,12.51,77.69,40.42,-70.68,25,335763.76,6.2115
2619,Speaker,13.86,59.6,30.31,-50.73,17,257238.51,4.2996
2620,Light,13.92,52.31,48.28,-71.23,2,225344.08,3.7573
2621,Plug,22.31,76.08,42.53,-74.14,35,328161.15,3.4107
2622,Speaker,16.5,56.02,27.85,-47.08,22,240675.26,3.3949
2623,Plug,13.31,81.23,41.55,-46.1,25,350219.77,6.1044
2624,Speaker,11.75,71.3,33.1,-67.24,1,308700.63,6.0689
2625,Speaker,8.33,72.86,35.58,-41.07,24,314295.21,8.748
2626,Plug,14.45,65.59,36.32,-64.41,47,284445.68,4.5391
2627,Plug,8.73,55.92,39.79,-51.13,25,242257.59,6.4072
2628,Light,14.58,68.43,48.07,-62.02,35,296763.44,4.6941
2629,Light,12.57,72.93,34.95,-52.13,12,312179.56,5.8012
2630,Plug,3.29,39.33,32.76,-67.11,34,168960.67,11.961
2631,Plug,10.87,76.96,39.19,-52.54,33,330170.83,7.0825
2632,Plug,12.27,19.23,29.48,-54.8,33,80049.25,1.5673
2633,Sensor,16.49,58.79,29.74,-49.04,47,252344.09,3.5643
2634,Camera,13.14,52.58,49.11,-77.91,9,226282.59,4.0016
2635,Camera,12.24,37.54,32.02,-54.43,41,161787.12,3.0658
2636,Light,10.41,58.96,56.17,-44.06,59,252398.48,5.6662
2637,Plug,17.45,53.26,23.16,-61.35,20,225322.04,3.0531
2638,Plug,9.32,61.13,36.05,-38.62,42,263798.67,6.5623
2639,Camera,8.78,46.43,37.9,-43.51,19,202312.26,5.2873
2640,Sensor,14.91,72.75,50.46,-73.34,30,315859.93,4.879
2641,Light,17.42,79.47,45.91,-54.53,11,340377.22,4.563
2642,Sensor,6.36,65.73,29.18,-63.02,39,284264.06,10.3342
2643,Light,11.24,46.03,36.85,-50.48,57,199531.74,4.0937
2644,Plug,15.47,55.97,37.17,-58.47,13,239663.09,3.6172
2645,Light,15.07,42.23,31.99,-76.22,52,183973.68,2.8025
2646,Plug,10.9,47.7,35.02,-64.61,59,206137.02,4.3781
2647,Plug,6.03,23.39,29.63,-42.15,14,102147.29,3.8801
2648,Sensor,11.17,,39.53,-71.61,1,129921.25,2.7016
2649,Camera,15.87,46.63,35.22,-66.09,55,201969.44,2.9377
2650,Camera,9.87,49.21,27.54,-66.55,51,212016.51,4.9861
2651,Light,18.41,63.53,43.57,-44.05,33,273220.33,3.4504
2652,Sensor,15.46,52.69,46.17,-48.07,40,227234.33,3.4083
2653,Sensor,19.76,13.19,52.88,-76.47,50,57731.44,0.6673
2654,Camera,18.0,22.52,45.96,-65.3,10,97827.68,1.2508
2655,Plug,13.9,90.34,47.42,-69.77,15,388743.86,6.5008
2656,Camera,8.43,44.82,40.97,-58.21,56,194760.69,5.3192
2657,Light,14.2,84.45,51.18,-60.33,9,366575.03,5.9458
2658,Speaker,9.59,29.55,49.56,-63.79,36,125231.77,3.0814
2659,Sensor,11.28,55.79,25.9,-70.37,32,241350.44,4.948
2660,Light,9.39,69.28,38.56,-84.23,6,301856.37,7.3793
2661,Speaker,12.75,7.59,44.89,-59.39,11,34091.02,0.5949
2662,Speaker,11.36,35.42,40.89,-44.26,22,154766.34,3.1179
2663,Light,11.16,59.54,34.68,-75.07,39,254612.84,5.3327
2664,Plug,7.12,16.68,31.01,-74.82,46,73618.93,2.3429
2665,Light,10.57,47.08,47.96,-58.81,37,202336.08,4.4561
2666,Light,5.86,32.86,41.53,-39.28,21,141094.07,5.608
2667,Speaker,13.14,59.04,46.83,-68.77,10,252279.27,4.4915
2668,Sensor,13.52,,45.69,-80.75,54,206431.64,3.5379
2669,Sensor,14.56,54.18,38.68,-48.89,35,235232.82,3.7208
2670,Light,9.04,64.28,36.05,-49.92,8,274952.56,7.1115
2671,Speaker,9.08,59.39,46.38,-42.66,1,256052.88,6.5419
2672,Light,19.67,77.43,44.05,-65.78,15,333669.11,3.9371
2673,Camera,20.48,84.63,37.87,-67.81,21,366954.07,4.1318
2674,Camera,2.47,89.31,34.38,-67.72,31,387997.52,36.1287
2675,Light,11.04,46.88,25.89,-59.76,17,204453.89,4.2485
2676,Camera,10.23,27.92,20.8,-73.32,16,119353.12,2.7287
2677,Plug,14.73,66.59,36.1,-63.31,43,287514.87,4.5202
2678,Plug,15.43,71.57,27.94,-51.93,51,312848.08,4.6391
2679,Plug,4.3,41.2,33.41,-49.66,58,175536.27,9.5898
2680,Light,11.2,80.75,45.62,-70.52,13,348668.86,7.2126
2681,Plug,10.25,14.14,26.7,-79.36,58,60532.74,1.3804
2682,Speaker,7.56,73.45,35.93,-57.44,33,315796.97,9.717
2683,Plug,8.84,42.29,29.24,-59.41,34,183311.34,4.7841
2684,Sensor,8.35,19.86,35.27,-77.48,19,85041.07,2.3788
2685,Plug,19.8,10.66,19.87,-58.64,8,47953.7,0.5385
2686,Plug,15.97,23.47,33.42,-58.51,15,99973.54,1.4701
2687,Plug,14.52,101.23,23.07,-57.91,41,440338.85,6.9704
2688,Plug,12.94,46.88,30.56,-62.34,3,203099.86,3.6238
2689,Camera,16.39,102.69,35.76,-48.89,27,442514.31,6.2652
