StudentID,Age,StudyHours,AttendanceRate,AssignmentsCompleted,OnlineActivity,SleepHours,SocialActivity,MidtermScore,FinalScore,GPA,GradePoints,PerformanceIndex,Major,City,Gender
5665,22,19.4,98.8,91.4,7.8,8.3,0.0,55.0,86.1,3.59,89.82,70.56,IT,Cần Thơ,Male
5666,29,22.9,,94.1,7.2,7.1,1.8,48.7,85.8,3.29,82.26,67.25,CE,Cần Thơ,Male
5667,22,13.1,96.4,36.3,5.2,8.6,3.8,42.4,73.5,3.28,81.93,57.93,AI,Huế,Female
5668,24,25.7,81.9,73.5,,7.4,0.0,44.7,64.6,2.46,61.43,54.69,IT,Cần Thơ,Male
5669,26,35.0,86.7,52.1,10.6,6.1,0.0,73.3,94.4,4.0,100.0,83.84,DS,TP.HCM,Female
5670,28,26.1,73.6,83.6,7.0,6.6,0.3,69.3,90.6,3.29,82.3,79.93,CS,Cần Thơ,Male
5671,26,37.3,74.0,75.5,3.7,8.1,0.0,63.7,87.7,3.34,83.51,75.69,CE,TP.HCM,Female
5672,26,35.7,92.3,100.0,8.1,5.5,5.3,64.4,85.8,3.5,87.58,75.14,IT,TP.HCM,Male
5673,23,31.2,93.8,83.1,6.6,8.0,2.7,65.7,100.0,3.94,98.42,82.83,SE,Hà Nội,Male
5674,27,25.6,85.3,72.7,6.1,6.6,1.5,59.7,89.2,3.73,93.37,74.47,DS,Hà Nội,Female
5675,23,25.2,72.7,94.1,8.4,5.5,0.6,50.9,92.1,3.74,93.41,71.49,CE,TP.HCM,Female
5676,20,31.1,85.4,75.2,0.0,7.2,5.8,70.2,100.0,4.0,100.0,85.12,AI,Cần Thơ,Male
5677,18,21.9,97.6,72.5,1.5,6.2,3.5,64.5,83.1,3.22,80.61,73.82,IT,Cần Thơ,Male
5678,24,9.9,100.0,85.9,9.4,6.3,2.3,53.0,73.4,2.72,67.96,63.23,DS,Cần Thơ,Female
5679,21,28.9,81.8,100.0,5.7,6.2,4.3,72.3,87.7,3.46,86.55,79.99,CE,Hà Nội,Male
5680,18,,68.4,92.8,4.9,7.1,3.1,53.0,55.4,2.14,53.41,54.24,IT,Hà Nội,Male
5681,25,17.3,93.4,88.5,2.7,6.5,1.7,47.1,84.9,3.26,81.57,65.99,DS,TP.HCM,Male
5682,29,25.0,,100.0,6.5,7.5,1.6,56.7,82.8,3.14,78.47,69.75,AI,Cần Thơ,Male
5683,23,24.2,94.4,69.0,6.8,8.2,1.6,64.4,100.0,3.71,92.84,82.2,IT,Đà Nẵng,Female
5684,23,13.7,87.8,68.7,9.6,7.7,1.0,40.6,68.2,2.99,74.68,54.39,SE,TP.HCM,Female
5685,19,26.3,76.2,82.2,6.9,9.2,4.2,54.1,84.4,3.08,77.01,69.28,AI,Huế,Male
5686,18,32.7,85.6,100.0,5.2,9.5,1.7,50.5,96.0,3.82,95.56,73.24,DS,TP.HCM,Female
5687,30,16.0,98.1,65.9,7.0,6.7,4.5,66.8,80.9,3.26,81.53,73.83,SE,Hà Nội,Female
5688,19,35.2,83.5,100.0,8.8,5.6,1.3,67.0,98.3,4.0,100.0,82.61,IT,TP.HCM,Female
5689,21,12.5,74.7,58.4,8.2,6.7,1.6,50.1,67.6,2.7,67.42,58.85,SE,Cần Thơ,Female
5690,19,41.9,69.1,78.2,7.6,7.1,1.8,55.5,100.0,3.71,92.82,77.75,AI,Hà Nội,Male
5691,18,21.7,77.3,82.6,6.7,9.7,1.2,61.2,85.2,3.25,81.28,73.23,IT,Hà Nội,Male
5692,24,26.2,80.9,66.8,4.5,6.6,1.6,59.1,86.3,3.44,86.07,72.71,IT,Đà Nẵng,Female
5693,28,9.9,93.2,70.7,3.4,7.3,3.3,32.9,57.7,2.31,57.65,45.29,CE,Cần Thơ,Female
5694,28,,73.8,91.9,3.0,6.2,4.3,57.9,80.0,2.96,74.01,68.94,SE,Cần Thơ,Female
5695,29,26.8,100.0,100.0,7.0,6.6,2.9,52.8,82.8,3.44,85.97,67.81,IT,Huế,Female
5696,25,24.3,71.6,48.3,7.2,5.5,0.7,54.4,71.9,2.7,67.41,63.16,AI,Đà Nẵng,Male
5697,23,20.5,,82.7,,5.2,1.6,61.0,84.6,3.72,92.93,72.79,SE,Đà Nẵng,Male
5698,21,17.4,100.0,78.3,7.4,8.6,1.6,54.5,80.5,2.84,70.91,67.54,CS,Huế,Male
5699,23,34.0,86.4,81.6,8.6,8.3,5.1,49.7,97.5,4.0,100.0,73.6,CE,TP.HCM,Female
5700,20,25.2,68.5,75.2,5.7,6.6,4.0,56.2,70.6,2.85,71.28,63.39,SE,Huế,Male
5701,29,,84.4,60.6,7.9,8.3,4.3,72.1,100.0,3.96,99.12,86.03,CS,Huế,Male
5702,25,20.8,81.1,100.0,3.5,5.4,1.4,51.3,80.7,3.35,83.78,65.98,IT,Cần Thơ,Female
5703,27,21.5,72.3,97.4,5.8,6.8,0.6,55.8,69.7,2.64,66.03,62.76,CS,Cần Thơ,Female
5704,30,31.5,,78.4,1.4,7.2,3.4,65.8,92.7,3.64,91.08,79.26,DS,TP.HCM,Female
5705,30,12.0,76.8,72.7,6.1,8.5,1.8,30.4,63.9,2.34,58.47,47.15,DS,Đà Nẵng,Male
5706,19,15.3,77.9,70.9,9.1,7.2,2.9,57.5,71.8,3.14,78.51,64.68,SE,Cần Thơ,Male
5707,22,33.8,83.0,41.2,6.2,7.7,3.1,58.6,78.4,3.03,75.7,68.5,DS,Đà Nẵng,Male
5708,18,15.6,79.3,85.3,7.8,6.4,1.9,43.2,73.9,2.84,70.97,58.51,DS,TP.HCM,Female
5709,23,10.4,100.0,91.7,6.7,7.3,4.0,42.6,68.1,2.98,74.59,55.34,CE,TP.HCM,Female
5710,19,39.9,79.6,82.1,4.6,8.5,0.3,76.1,95.3,3.47,86.81,85.74,CS,Cần Thơ,Female
5711,21,13.8,89.4,78.7,5.5,5.1,2.7,59.9,68.2,3.06,76.44,64.01,IT,Hà Nội,Male
5712,23,26.5,86.5,82.0,8.9,8.4,3.5,61.4,87.5,3.48,87.01,74.45,CE,Huế,Female
5713,27,25.6,88.5,67.2,7.8,6.7,5.1,53.8,87.2,3.69,92.25,70.51,CS,Đà Nẵng,Female
5714,28,,89.3,72.5,,5.3,2.7,62.1,71.8,2.98,74.4,66.95,CE,Huế,Female
5715,25,22.9,93.8,77.5,2.5,6.7,4.4,56.1,77.2,2.7,67.45,66.64,SE,TP.HCM,Male
5716,29,28.6,87.7,90.5,6.5,8.5,4.3,54.7,84.7,3.52,88.07,69.71,SE,Hà Nội,Female
5717,25,27.8,87.2,100.0,4.5,6.4,6.0,66.6,98.7,3.73,93.37,82.68,IT,Đà Nẵng,Male
5718,28,32.2,85.6,76.6,5.6,7.4,3.0,61.1,100.0,3.95,98.78,80.55,AI,Hà Nội,Male
5719,23,21.9,83.6,64.3,2.4,5.1,5.6,69.6,82.8,3.65,91.26,76.21,CE,Đà Nẵng,Male
5720,21,30.7,75.9,80.5,8.6,4.8,3.7,53.1,82.4,3.18,79.57,67.72,CE,Huế,Male
5721,25,,84.4,100.0,5.8,5.7,0.2,50.9,81.1,3.47,86.65,65.99,AI,Đà Nẵng,Female
5722,30,13.7,87.4,65.6,6.1,8.2,2.5,59.9,57.9,2.12,53.12,58.92,DS,Hà Nội,Male
5723,25,14.6,89.0,93.3,3.9,6.9,1.1,53.0,73.5,3.24,80.89,63.25,CE,Hà Nội,Male
5724,27,13.3,86.8,100.0,5.3,8.3,4.8,45.8,67.3,2.67,66.74,56.55,CS,TP.HCM,Male
5725,18,33.1,82.7,74.6,6.3,8.4,2.8,55.3,88.7,3.64,90.94,72.01,CE,Đà Nẵng,Male
5726,21,12.9,84.4,69.5,4.5,6.1,0.5,38.8,68.6,2.73,68.16,53.72,IT,Huế,Male
5727,21,,79.5,88.6,5.5,8.9,3.8,47.6,90.4,3.62,90.5,68.99,DS,Cần Thơ,Female
5728,24,22.9,88.1,85.3,9.5,6.3,4.5,62.7,77.5,2.83,70.74,70.09,SE,Đà Nẵng,Female
5729,28,,82.8,90.4,1.6,8.2,1.9,61.4,79.6,3.08,77.06,70.53,SE,Cần Thơ,Male
5730,24,35.9,86.8,100.0,6.5,8.2,1.8,68.9,100.0,3.86,96.38,84.43,IT,Cần Thơ,Female
5731,30,21.5,95.0,82.5,4.0,7.1,2.8,47.1,68.5,2.48,61.97,57.8,AI,TP.HCM,Male
5732,28,29.9,77.9,62.1,9.3,7.1,0.0,56.9,84.8,3.41,85.15,70.84,SE,Đà Nẵng,Male
5733,25,25.3,91.0,81.0,5.5,7.4,3.6,60.1,100.0,4.0,100.0,80.03,DS,Cần Thơ,Male
5734,28,23.8,,83.6,3.4,7.1,5.0,65.1,87.8,3.33,83.34,76.45,SE,TP.HCM,Male
5735,22,43.4,100.0,99.0,5.5,6.5,1.5,75.3,100.0,4.0,100.0,87.63,AI,TP.HCM,Female
5736,24,13.5,82.8,77.0,6.9,6.4,5.3,48.5,53.7,2.12,53.0,51.11,CE,Cần Thơ,Male
5737,25,35.3,92.0,73.9,12.9,6.5,4.0,58.3,79.3,3.08,77.04,68.81,IT,Huế,Male
5738,26,30.3,85.2,59.4,0.7,8.5,2.4,67.2,100.0,3.95,98.65,83.61,DS,Huế,Male
5739,20,21.2,71.1,88.2,3.0,5.1,3.5,49.5,64.1,3.01,75.29,56.75,AI,Cần Thơ,Female
5740,20,38.0,79.8,100.0,9.3,6.4,4.9,54.9,96.6,3.94,98.51,75.78,IT,Hà Nội,Female
5741,21,10.2,93.8,76.7,2.2,6.6,2.7,40.1,74.8,3.07,76.68,57.45,SE,Đà Nẵng,Male
5742,22,20.8,80.7,86.8,6.0,6.7,3.1,57.8,75.3,3.14,78.4,66.59,CE,Cần Thơ,Male
5743,27,15.3,62.8,71.8,4.8,7.4,1.7,51.3,62.0,2.22,55.44,56.66,SE,Đà Nẵng,Male
5744,18,28.3,84.7,60.8,4.4,5.4,2.3,38.8,86.9,3.7,92.45,62.87,CE,Hà Nội,Male
5745,24,16.1,74.1,86.5,5.6,8.2,3.6,47.5,78.7,2.98,74.55,63.1,CE,Huế,Male
5746,26,28.5,86.3,80.4,5.2,8.1,2.2,49.6,93.2,3.54,88.4,71.38,CE,TP.HCM,Female
5747,25,23.5,100.0,44.2,8.6,7.8,1.7,60.6,100.0,3.91,97.67,80.3,CE,Cần Thơ,Male
5748,22,21.2,92.7,100.0,9.3,6.8,4.2,59.2,65.0,2.55,63.83,62.12,DS,Huế,Male
5749,21,28.1,100.0,86.2,7.1,6.1,3.2,53.0,94.5,3.78,94.54,73.78,SE,Đà Nẵng,Male
5750,29,,79.4,81.1,5.4,6.6,1.8,54.1,90.3,3.55,88.81,72.23,CE,TP.HCM,Female
5751,24,16.3,83.6,73.7,6.6,7.1,5.1,56.0,77.5,2.99,74.71,66.74,CE,Đà Nẵng,Female
5752,22,47.4,74.6,86.1,8.0,7.8,5.7,79.4,100.0,3.87,96.72,89.71,AI,TP.HCM,Female
5753,24,21.1,78.2,86.8,8.5,6.9,4.0,46.2,64.1,2.57,64.32,55.17,CE,Đà Nẵng,Female
5754,29,7.3,,86.0,6.9,7.4,0.7,49.9,54.6,1.83,45.76,52.24,IT,TP.HCM,Male
5755,18,18.3,71.9,96.0,9.8,6.5,3.1,51.4,83.3,3.34,83.43,67.36,CS,Đà Nẵng,Male
5756,18,14.9,98.7,99.4,4.5,7.3,3.4,47.2,73.5,3.2,79.9,60.39,CS,TP.HCM,Male
5757,27,31.6,64.1,100.0,8.8,6.7,0.1,57.6,82.0,3.34,83.51,69.81,CE,Cần Thơ,Female
5758,30,27.6,98.7,67.4,7.8,7.3,4.3,66.5,82.8,3.46,86.54,74.66,IT,TP.HCM,Male
5759,20,28.2,,71.4,,4.9,2.8,66.6,99.8,4.0,100.0,83.21,IT,TP.HCM,Male
5760,28,22.0,90.0,85.4,6.6,7.6,4.2,61.8,78.3,3.26,81.41,70.06,DS,Cần Thơ,Female
5761,19,22.8,73.9,68.3,6.8,7.6,2.0,48.1,75.6,2.91,72.67,61.84,CS,Cần Thơ,Female
5762,19,22.0,69.2,70.7,5.6,7.6,3.2,53.6,89.3,3.47,86.77,71.42,AI,Cần Thơ,Male
5763,24,24.4,,87.1,5.6,5.8,3.3,53.4,87.4,3.52,87.95,70.39,AI,Đà Nẵng,Female
5764,29,31.7,91.3,93.5,2.2,6.1,2.8,64.0,100.0,3.75,93.84,82.02,SE,TP.HCM,Male
5765,27,27.7,,99.1,4.3,6.0,3.2,54.7,88.0,4.0,100.0,71.38,CS,Huế,Male
5766,19,29.0,74.6,77.1,5.4,7.4,2.3,69.8,97.2,3.89,97.25,83.53,DS,Cần Thơ,Female
5767,28,29.0,96.5,86.9,,7.8,0.7,61.1,100.0,4.0,100.0,80.54,CS,Đà Nẵng,Female
5768,21,32.1,,83.6,3.9,6.2,0.0,63.0,93.9,3.72,93.03,78.44,CS,Đà Nẵng,Male
5769,19,27.3,82.7,80.3,8.7,8.6,1.6,61.2,88.6,3.56,88.93,74.9,SE,TP.HCM,Female
5770,23,27.9,86.1,67.8,5.7,8.6,3.7,67.1,86.7,3.46,86.5,76.93,DS,Cần Thơ,Female
5771,25,34.5,69.9,65.9,11.4,7.2,0.9,61.7,88.5,3.79,94.85,75.09,CE,TP.HCM,Female
5772,27,19.7,80.9,90.0,6.6,7.4,4.1,49.5,73.3,3.43,85.74,61.43,DS,Hà Nội,Female
5773,21,18.2,90.1,67.5,8.6,5.0,4.6,58.8,71.5,2.57,64.21,65.16,CS,Cần Thơ,Female
5774,22,15.5,88.5,53.3,5.5,6.4,3.2,63.0,74.9,2.95,73.68,68.94,CE,Huế,Female
5775,21,26.5,79.9,79.5,4.3,5.5,2.3,67.5,94.9,3.88,97.02,81.19,SE,Đà Nẵng,Female
5776,20,10.2,82.3,100.0,6.7,5.9,4.0,37.6,58.9,2.01,50.19,48.25,CS,Đà Nẵng,Male
5777,22,28.7,80.5,38.1,9.2,7.6,4.2,64.4,84.0,3.23,80.86,74.2,IT,Cần Thơ,Male
5778,26,24.1,82.2,75.7,5.8,7.9,2.2,54.9,88.8,3.64,90.92,71.85,DS,Hà Nội,Female
5779,25,34.1,89.2,90.1,7.1,8.0,2.6,73.5,95.5,3.72,93.07,84.51,AI,Huế,Male
5780,25,,65.3,52.6,6.6,7.3,1.3,63.3,67.3,2.7,67.39,65.27,CS,Đà Nẵng,Male
5781,25,23.4,84.3,76.8,5.8,7.6,2.9,37.4,84.7,3.49,87.17,61.02,CS,TP.HCM,Female
5782,29,34.0,88.5,62.9,5.9,5.1,0.0,63.9,100.0,3.9,97.39,81.93,DS,TP.HCM,Female
5783,25,36.1,79.3,64.9,3.5,5.5,2.1,60.5,94.3,3.58,89.54,77.42,AI,TP.HCM,Male
5784,24,19.6,80.2,74.0,6.0,6.7,1.2,46.4,88.9,3.36,83.99,67.65,CE,Đà Nẵng,Female
5785,25,26.5,80.5,63.2,7.6,7.7,2.4,50.0,78.0,2.67,66.81,64.0,CE,TP.HCM,Female
5786,28,27.4,80.2,61.9,6.7,6.5,1.3,54.2,90.9,3.74,93.6,72.55,IT,Đà Nẵng,Male
5787,25,28.0,85.1,79.1,,5.4,0.0,56.6,76.3,3.02,75.48,66.44,IT,Cần Thơ,Female
5788,30,22.9,86.3,100.0,7.8,6.2,1.5,52.5,73.5,3.18,79.55,62.99,AI,TP.HCM,Female
5789,25,35.3,,91.4,6.5,5.9,1.8,45.9,94.0,3.89,97.24,69.95,IT,TP.HCM,Male
5790,29,9.9,91.5,95.2,6.0,4.9,4.1,47.1,77.3,3.11,77.69,62.2,CE,Đà Nẵng,Male
5791,27,21.6,82.1,92.0,7.8,9.7,1.5,61.5,81.3,3.33,83.13,71.4,IT,Đà Nẵng,Female
5792,24,28.6,100.0,69.5,6.3,8.5,1.2,57.3,100.0,3.65,91.34,78.63,SE,Đà Nẵng,Male
5793,29,28.7,73.1,84.7,5.4,4.6,0.7,45.1,91.8,3.74,93.56,68.45,DS,Huế,Male
5794,18,35.8,76.3,96.5,7.2,4.7,4.2,64.0,91.1,3.6,90.04,77.56,IT,Cần Thơ,Female
5795,21,34.6,83.0,92.4,5.9,6.0,2.2,71.3,97.8,3.77,94.2,84.57,AI,TP.HCM,Female
5796,30,22.7,89.1,82.9,5.3,5.2,2.9,56.6,72.4,2.81,70.27,64.49,SE,Đà Nẵng,Female
5797,30,35.4,65.5,87.8,6.4,9.9,0.2,55.9,87.4,3.63,90.68,71.64,CS,Đà Nẵng,Female
5798,21,19.3,76.7,100.0,6.4,6.0,0.0,43.1,73.4,2.82,70.54,58.24,DS,Đà Nẵng,Male
5799,22,32.4,90.9,92.6,3.2,7.4,1.1,68.3,100.0,3.95,98.79,84.13,SE,TP.HCM,Female
5800,27,39.5,75.5,75.3,6.8,6.4,4.9,64.2,100.0,4.0,100.0,82.1,IT,Đà Nẵng,Female
5801,23,34.7,98.7,78.9,10.6,5.6,0.9,62.0,100.0,3.95,98.72,80.98,IT,Huế,Female
5802,21,25.8,80.5,64.2,3.6,8.3,1.6,51.9,84.2,3.4,85.08,68.05,CE,Huế,Male
5803,19,22.3,76.0,100.0,4.7,7.8,2.5,54.8,84.0,3.34,83.5,69.42,AI,Đà Nẵng,Male
5804,23,12.8,91.1,100.0,13.0,6.9,1.6,49.1,74.1,3.19,79.66,61.63,CE,Cần Thơ,Female
5805,25,27.5,100.0,81.2,3.9,9.9,3.2,61.0,96.0,3.87,96.83,78.5,CS,Huế,Male
5806,25,16.1,,100.0,9.2,7.3,1.3,43.2,78.7,2.82,70.52,60.95,CE,TP.HCM,Male
5807,24,18.7,97.6,89.5,5.4,6.5,0.8,45.9,84.3,3.53,88.32,65.14,AI,Hà Nội,Male
5808,23,15.5,100.0,73.5,6.2,9.3,6.6,46.7,64.7,2.46,61.48,55.73,IT,Hà Nội,Male
5809,19,21.3,75.8,93.6,5.7,7.5,1.1,54.5,92.2,3.59,89.64,73.37,CS,Huế,Female
5810,24,24.8,94.4,86.0,7.1,9.0,3.7,61.9,90.2,3.56,89.1,76.02,CE,Cần Thơ,Male
5811,28,27.2,69.8,92.6,2.1,7.0,1.1,66.9,79.6,3.63,90.66,73.25,IT,Huế,Male
5812,29,,89.2,59.5,6.5,3.4,0.2,47.3,77.3,3.2,79.94,62.29,AI,TP.HCM,Female
5813,22,33.6,84.3,67.8,5.0,5.1,2.4,68.3,100.0,4.0,100.0,84.13,CE,Cần Thơ,Male
5814,23,23.3,97.4,100.0,1.3,8.3,0.5,44.2,87.1,3.5,87.44,65.68,DS,TP.HCM,Male
5815,27,18.7,96.7,100.0,8.8,6.3,1.9,56.2,89.2,3.71,92.83,72.66,AI,Đà Nẵng,Female
5816,25,26.8,90.7,100.0,0.7,7.3,1.3,47.4,91.4,4.0,100.0,69.38,SE,Đà Nẵng,Female
5817,25,40.7,88.0,100.0,11.4,8.4,4.4,59.5,100.0,4.0,100.0,79.77,DS,Đà Nẵng,Male
5818,20,27.7,90.1,88.7,7.5,7.2,0.2,64.9,94.2,3.85,96.29,79.58,DS,Đà Nẵng,Female
5819,29,22.1,85.6,87.6,2.6,6.0,3.5,55.6,79.9,2.92,73.04,67.73,DS,Đà Nẵng,Female
5820,29,12.8,,66.3,9.3,7.0,2.9,44.9,54.7,1.99,49.63,49.78,AI,Cần Thơ,Male
5821,24,23.2,99.4,71.3,4.1,7.1,2.2,46.9,91.3,3.71,92.76,69.08,DS,TP.HCM,Female
5822,18,26.9,100.0,50.2,4.2,6.5,1.4,62.9,99.2,4.0,100.0,81.07,CS,Cần Thơ,Female
5823,18,21.9,83.6,75.2,1.5,5.3,2.8,54.6,75.7,3.0,74.98,65.13,SE,Huế,Male
5824,24,11.7,87.4,49.1,3.8,6.6,2.8,52.3,71.1,2.98,74.44,61.68,AI,Cần Thơ,Female
5825,27,18.2,85.8,96.2,4.1,6.9,3.1,38.5,70.1,2.64,65.92,54.32,AI,Đà Nẵng,Female
5826,26,36.6,68.9,85.8,8.0,5.3,2.1,67.5,98.7,3.82,95.54,83.09,AI,Đà Nẵng,Female
5827,24,36.5,81.6,49.6,8.9,5.9,0.8,60.5,96.4,3.95,98.8,78.46,CE,Hà Nội,Male
5828,27,17.9,100.0,77.2,2.9,6.1,3.8,55.6,81.7,3.28,81.99,68.66,CE,Cần Thơ,Male
5829,22,30.4,77.5,100.0,6.7,4.8,2.5,58.9,77.3,3.02,75.45,68.14,CS,TP.HCM,Male
5830,25,15.6,100.0,78.1,1.4,7.2,1.6,45.3,71.5,2.75,68.86,58.41,IT,Hà Nội,Female
5831,19,36.2,96.7,65.0,6.7,7.3,1.0,63.6,100.0,3.7,92.5,81.8,CS,Cần Thơ,Male
5832,26,27.0,89.0,53.2,11.4,6.3,3.9,52.0,80.4,3.21,80.24,66.18,IT,TP.HCM,Male
5833,23,32.6,90.6,53.7,1.6,5.4,4.6,59.1,98.4,3.65,91.13,78.76,DS,Hà Nội,Male
5834,30,11.3,75.8,88.0,3.5,7.5,3.4,38.0,75.9,2.97,74.33,56.95,CE,Hà Nội,Female
5835,26,30.4,82.3,73.5,7.8,7.7,3.5,63.2,83.2,3.29,82.32,73.17,CS,Hà Nội,Female
5836,19,24.9,99.4,74.7,8.1,7.1,4.3,52.2,72.2,3.17,79.33,62.18,DS,Cần Thơ,Female
5837,20,31.8,78.9,73.6,3.6,7.0,2.0,64.9,100.0,3.79,94.74,82.44,DS,Hà Nội,Male
5838,29,32.3,95.6,77.9,9.7,7.7,5.7,88.1,100.0,4.0,100.0,94.04,AI,Đà Nẵng,Male
5839,25,25.5,71.2,61.6,4.0,6.9,0.9,52.9,83.3,3.37,84.17,68.1,CE,Cần Thơ,Male
5840,18,20.2,73.0,84.7,10.2,5.9,2.1,39.2,69.2,2.56,63.94,54.23,DS,Hà Nội,Male
5841,27,31.2,,58.7,7.2,6.9,1.3,79.2,100.0,4.0,100.0,89.6,DS,Huế,Male
5842,24,,84.9,68.7,9.2,6.5,2.6,58.7,89.5,3.31,82.85,74.1,DS,TP.HCM,Male
5843,24,18.0,79.6,95.2,6.9,6.9,5.1,49.5,71.8,2.89,72.15,60.66,CS,TP.HCM,Female
5844,30,17.6,98.6,85.6,7.6,8.1,2.1,50.2,85.2,3.37,84.14,67.72,SE,Hà Nội,Male
5845,18,13.2,97.5,90.3,7.8,5.6,3.1,41.6,55.7,2.41,60.18,48.68,CE,Huế,Female
5846,26,20.9,94.2,100.0,,7.2,0.0,52.3,84.8,3.25,81.23,68.54,DS,TP.HCM,Female
5847,25,33.8,79.3,79.1,5.9,5.5,3.1,56.4,85.9,2.99,74.83,71.18,SE,Huế,Male
5848,21,26.4,82.1,80.3,3.8,5.9,4.0,51.4,90.6,3.51,87.74,70.99,DS,Đà Nẵng,Female
5849,27,20.8,88.1,76.0,5.8,8.9,2.7,58.2,72.6,3.03,75.69,65.38,SE,Cần Thơ,Male
5850,28,31.4,91.9,73.3,4.3,7.5,0.9,69.7,100.0,4.0,100.0,84.83,CS,Huế,Male
5851,22,18.3,79.9,64.8,4.5,7.2,0.7,49.0,68.9,2.64,66.04,58.98,AI,Hà Nội,Female
5852,19,25.8,86.7,81.3,10.1,5.0,1.7,61.1,84.8,3.63,90.86,72.95,IT,Hà Nội,Female
5853,30,23.6,,85.3,7.6,6.7,0.7,71.5,97.4,3.84,96.03,84.48,SE,Hà Nội,Male
5854,26,31.2,97.9,86.2,7.4,4.5,4.9,56.8,88.6,3.7,92.53,72.7,SE,Huế,Male
5855,29,12.4,92.5,81.0,8.7,7.0,3.2,35.9,52.8,2.12,52.9,44.35,DS,TP.HCM,Female
5856,29,18.2,69.9,93.9,7.5,5.5,4.7,55.4,72.3,3.03,75.7,63.86,DS,Cần Thơ,Male
5857,23,11.9,82.9,80.4,10.7,7.7,2.1,40.8,58.4,2.49,62.22,49.61,IT,Huế,Female
5858,20,22.9,,73.9,0.8,7.2,1.4,49.6,66.4,2.92,73.1,58.0,CE,TP.HCM,Male
5859,29,34.7,90.7,66.1,,5.5,1.4,65.5,100.0,3.84,96.1,82.77,SE,Đà Nẵng,Female
5860,24,21.0,94.2,56.8,4.2,7.5,1.8,64.1,88.8,3.66,91.61,76.45,DS,Đà Nẵng,Female
5861,26,20.9,,100.0,2.6,9.5,1.8,54.6,81.0,3.0,74.89,67.81,AI,Huế,Male
5862,20,32.0,82.3,69.5,6.3,6.8,4.3,45.4,90.8,3.74,93.6,68.12,DS,Cần Thơ,Male
5863,19,33.5,85.7,66.1,6.4,8.1,3.9,65.7,81.8,2.93,73.34,73.74,DS,Cần Thơ,Female
5864,24,24.3,87.1,73.7,10.9,4.5,2.9,58.0,79.1,3.55,88.71,68.55,DS,TP.HCM,Male
5865,24,30.5,78.6,75.8,8.3,7.6,0.0,53.2,90.6,3.69,92.27,71.9,CS,Huế,Female
5866,21,16.4,72.8,100.0,4.7,6.3,2.9,35.4,71.4,2.9,72.58,53.45,SE,Cần Thơ,Male
5867,28,36.0,64.5,75.1,7.2,6.7,2.0,58.8,93.8,3.42,85.59,76.32,SE,Hà Nội,Female
5868,26,42.2,97.7,100.0,1.4,7.7,4.6,54.0,100.0,4.0,100.0,77.01,AI,Hà Nội,Male
5869,25,29.2,90.0,81.0,6.4,6.7,3.8,47.0,81.3,3.5,87.52,64.13,CE,Huế,Male
5870,30,8.3,88.6,100.0,6.2,5.1,2.7,34.4,53.8,2.11,52.63,44.09,AI,Hà Nội,Male
5871,30,20.5,97.7,93.4,3.7,8.8,0.0,45.7,77.2,3.0,74.99,61.41,AI,Đà Nẵng,Male
5872,18,29.9,72.4,85.4,5.5,5.3,2.3,64.9,89.2,3.49,87.35,77.06,DS,Huế,Female
5873,18,21.6,67.6,100.0,4.3,6.0,1.5,50.2,59.5,2.73,68.16,54.88,DS,Cần Thơ,Male
5874,22,35.2,88.8,96.8,,7.2,3.1,67.3,100.0,3.98,99.51,83.66,AI,Hà Nội,Male
5875,23,29.7,87.9,89.5,7.7,7.2,0.8,62.0,93.4,3.77,94.18,77.69,SE,Đà Nẵng,Female
5876,20,19.3,67.7,100.0,8.6,7.5,2.9,38.1,61.1,2.63,65.82,49.6,IT,TP.HCM,Female
5877,30,25.3,88.6,72.5,7.3,7.2,0.0,53.0,79.4,2.69,67.22,66.21,CE,Huế,Male
5878,26,17.8,81.0,65.1,4.9,8.4,0.4,48.8,75.5,3.0,75.1,62.17,CE,Cần Thơ,Male
5879,29,23.5,76.9,69.9,4.3,7.6,1.2,53.2,84.6,3.33,83.2,68.9,SE,Huế,Male
5880,27,20.6,81.7,100.0,5.0,5.6,1.7,56.3,80.3,3.24,81.03,68.27,DS,Huế,Male
5881,23,34.4,60.6,100.0,5.4,3.9,3.1,66.8,93.0,3.88,96.99,79.89,CE,Huế,Male
5882,21,41.9,79.1,72.1,3.8,7.2,0.0,71.1,100.0,4.0,100.0,85.54,AI,Đà Nẵng,Male
5883,29,13.6,78.0,44.7,8.6,8.8,1.5,60.1,72.0,2.83,70.8,66.03,CS,Huế,Male
5884,24,9.6,90.6,76.9,5.5,5.5,1.6,49.1,72.4,2.87,71.63,60.72,AI,Hà Nội,Male
5885,25,23.0,83.4,64.8,7.9,5.7,3.5,50.8,92.6,3.71,92.71,71.69,CE,TP.HCM,Female
5886,26,12.9,91.4,72.6,2.5,7.4,2.2,58.0,86.0,3.59,89.81,72.0,DS,Huế,Female
5887,30,25.4,59.5,64.2,4.3,7.6,1.0,43.8,64.3,2.8,70.04,54.05,CE,Đà Nẵng,Female
5888,28,31.0,76.6,55.9,8.1,8.3,0.9,63.7,75.4,2.74,68.39,69.58,CE,TP.HCM,Male
5889,23,37.0,90.6,100.0,8.2,9.0,1.7,65.2,100.0,4.0,100.0,82.59,IT,Hà Nội,Female
